8779	21810	19645	17567	18243	21903	23096	23281	20923	19254	20745	22486	20321	23304	21020	23376	23449	21830	20655	21833	20070
15010	23249	21585	21831	21904	23261	20690	21859	23268	23291	21664	23270	15318	23140	22367	22171	23193	23146	23066	21723	22884
8108	20630	16743	17463	16015	23415	20351	15191	19130	17461	18598	17376	16058	16026	20555	16351	18300	17415	17640	15325	21143
9552	18859	22315	21736	23249	23319	18385	23423	23066	21740	22313	21906	18354	23288	20542	18979	23351	23563	20690	23446	19839
12309	22239	21147	22573	17656	20942	21505	22246	20357	20606	22028	21285	21425	22414	20955	22891	22187	21194	22034	22621	21517
5130	16820	17135	20452	20979	17885	19393	22521	18523	19203	16337	20479	20382	20425	15579	19257	21671	15139	20776	17506	21876
8359	20712	15507	20711	22899	20505	18154	20540	15464	16477	20355	17270	18961	16458	16754	20773	21366	15510	18004	19962	22914
4860	17296	21133	16927	16987	17660	18343	15909	16962	19560	16995	16029	15830	18673	16732	17661	19896	21876	21219	15691	19526
10023	21671	15785	20819	19769	22058	22158	16171	16337	19896	23425	20568	18784	18757	17885	19191	18523	17298	19257	19666	22705
10256	20828	16868	20576	20809	19970	18900	17284	19685	21750	19130	21434	16477	19653	15265	20157	22465	18109	18120	20686	22996
6202	22322	22116	19807	21173	17639	19716	21557	18859	18366	17631	15659	16183	15932	19492	22214	18501	15285	17512	22081	19938
14461	16419	19685	15241	22044	20809	15414	20576	18342	18580	16957	15803	18938	16232	17668	18532	16166	19702	18605	19493	18092
7191	17895	15625	17229	16868	21482	18741	19729	18172	19388	18607	21750	15260	18282	17476	16305	15265	19999	19531	15439	19728
1312	15266	15291	17793	16552	21479	15825	15881	19882	19060	15325	16101	15859	16296	22895	15292	21288	18439	17885	15191	19196
698	19685	18938	20812	15580	19999	18034	20530	18567	17656	18696	19027	22287	16533	19399	18093	18796	19766	22935	22089	15315
12507	17668	20809	21828	17845	15669	18706	17628	19569	22251	23225	16477	23485	20657	19999	20712	21495	19493	16236	17264	19388
1834	16337	20524	17252	16630	21326	18297	20650	15579	16171	16093	17111	15643	18164	18062	17889	19353	16339	22883	17848	20393
5989	20809	17938	17206	17229	17668	21828	21203	19732	20828	19685	17284	18013	18601	18186	16153	16533	15274	17323	18741	20220
1837	20976	15909	15785	17624	21665	22742	22376	15803	21839	19729	20404	17819	19081	21513	19571	23075	18484	17323	18741	16171
10970	18302	16003	15207	20234	20146	18303	17405	16183	15470	21267	16290	15538	16189	15308	15307	17449	20222	22841	18580	19077
358	16832	22650	19303	20220	18154	15885	15630	20711	19537	19893	20944	19493	19485	23366	19206	16336	21557	21649	22990	20156
3953	17465	21476	19007	17418	16870	18210	22130	15295	20571	16869	15336	15289	15413	17109	22004	15729	22217	20145	16651	18352
7830	18601	18303	19945	16290	17405	15242	18605	18661	23002	16357	19470	17217	17154	20117	17449	17161	17153	18922	15894	18473
13124	20809	17284	18953	17229	17448	20182	16394	19653	22996	20354	17938	16441	16533	19945	19765	18517	19999	17582	19685	21828
4816	20976	21956	17229	17241	20071	15785	23425	22089	18938	15193	16533	20182	21901	16630	19685	17819	19255	15260	22690	19027
12894	15325	16472	17739	21027	19728	21355	17130	17476	20711	15439	22469	18500	21876	19657	20657	20840	19051	19503	18154	17225
1876	16704	17315	16832	18561	19903	20220	21003	19502	18186	18949	19569	21012	18290	18778	18945	18601	16809	15722	17938	17887
9314	17895	18075	19729	15274	16897	21481	19503	18573	19298	22322	21631	17620	19807	17290	20460	17527	17165	22828	15293	16361
14346	21434	19878	19945	16533	17614	16704	20497	18741	19569	19808	17656	16305	15336	15186	17476	20809	17562	18502	19909	19527
645	16552	15291	15881	19728	18171	15292	22801	16296	15285	22676	20283	15242	15431	20603	18653	19626	21176	19683	15399	17323
15016	21828	16101	15266	17492	21516	15874	16296	19038	17130	21256	15759	15575	17766	18553	18439	20101	20366	21190	20828	16704
9203	20976	16826	18092	23015	15199	15699	16704	21979	23196	17624	22762	18938	20405	15336	22561	19760	21513	22883	18346	22611
7891	17110	20463	18137	15178	20650	15643	20054	20958	21751	20695	16774	17686	20006	15387	16496	20940	16494	17689	15729	16512
12716	20220	18561	21203	17897	15691	16704	19999	18559	17696	18502	15414	18953	18346	17298	16296	17860	17284	18938	19945	19537
