4631	19587
4631	17888
4631	21956
4631	15138
4631	15691
4631	18347
13930	17398
13930	22908
13930	22472
13930	20933
13930	22986
13930	22143
13930	15138
13930	20169
13930	17463
124	15138
124	17169
124	15399
124	15297
124	20472
124	18899
124	21557
124	20218
8779	23326
8779	21586
8779	15138
8779	18979
8779	17212
8779	20961
8779	17568
15010	22733
15010	15138
15010	22576
15010	19761
15010	23025
15010	21337
15010	20070
15010	23257
15010	23095
15010	23224
7608	23388
7608	22358
7608	22591
7608	15318
7608	22130
7608	21944
7608	22884
7608	23268
7608	23333
7608	20212
7608	23433
7608	22367
7608	23410
7608	18243
7608	19580
7608	20420
7608	22891
7608	19389
7608	15138
8108	15138
8108	16394
8108	21598
8108	21659
8108	19766
8108	20571
8108	22255
9552	23104
9552	21435
9552	21830
9552	23268
9552	20745
9552	23229
9552	18083
9552	22373
9552	15138
9552	22246
9552	23447
9552	18718
9552	18376
9552	23556
9552	20551
9552	19742
12309	22952
12309	22262
12309	20619
12309	22308
12309	23556
12309	22130
12309	22259
12309	18993
12309	22743
12309	21450
12309	21660
12309	22261
12309	21008
5130	20060
5130	17394
5130	16533
5130	15674
5130	15663
5130	21993
5130	19114
5130	21573
5130	22019
5130	21894
8359	19683
8359	17895
8359	19986
8359	15139
8359	21395
8359	21631
8359	15453
8359	19411
4860	18803
4860	21855
4860	21759
4860	18067
4860	22223
4860	20130
4860	18012
4860	15949
4860	15139
4860	15694
7927	22065
7927	15139
7927	19203
7927	17135
7927	15149
7927	16820
7927	20213
7927	15803
7927	16109
7927	17888
7927	17885
10023	17307
10023	20626
10023	22629
10023	23158
10023	21356
10023	22953
10023	21827
10023	17361
10023	17323
10023	20208
7213	20883
7213	19666
7213	21783
7213	20784
7213	18482
7213	20317
7213	20916
7213	18479
7213	19982
7213	15139
10256	16107
10256	16394
10256	22641
10256	15139
10256	20297
10256	17702
10256	20657
10256	22712
6202	20754
6202	23053
6202	18573
6202	21562
6202	18022
6202	20460
6202	16230
6202	16581
6202	15283
6202	17527
6202	17218
6202	16604
14461	19711
14461	18957
14461	15311
14461	21775
14461	18497
14461	19489
14461	15139
14461	16704
14461	16236
14461	21773
14461	18656
14461	22650
14461	19945
14461	17667
7191	21876
7191	15139
7191	22176
7191	15287
7191	18471
7191	20828
13386	20889
13386	17206
13386	15459
13386	16176
13386	20721
13386	22063
1312	15144
1312	22281
1312	19007
1312	15139
1312	15242
1312	17896
1312	16483
698	18037
698	15139
698	18617
698	19791
698	15207
698	20403
698	20192
698	21509
698	21776
698	19433
698	19034
698	20235
698	20612
698	22244
698	20177
12507	15139
12507	19682
12507	19657
12507	18690
12507	18216
12507	16218
12507	16533
1834	17845
1834	21353
1834	21771
1834	22735
1834	17992
1834	20213
1834	19560
1834	22935
1834	17574
1834	21275
1834	15139
1834	15614
1834	15972
1834	18822
1834	15162
1834	15179
1834	18139
1834	23128
1834	20758
1834	15683
1834	18375
1834	17796
1834	18724
1834	15180
1834	18234
1834	19666
1834	16923
1834	16823
1834	21410
1834	15449
1834	18997
5989	17621
5989	17448
5989	17130
5989	18620
5989	20983
5989	22755
5989	19729
5989	19531
5989	15139
5989	19937
1837	21979
1837	20237
1837	17564
1837	18483
1837	18969
1837	22818
1837	23192
1837	19693
1837	17229
1837	22883
1837	16100
1837	23015
1837	22611
1837	20806
1837	19759
1837	18661
1837	15139
1837	16153
1837	23243
1837	23196
10970	16792
10970	21282
10970	15139
10970	18987
10970	18567
10970	19469
10970	18621
10970	20432
10970	18643
10970	18095
358	18527
358	21901
358	17972
358	15139
358	21240
358	21107
358	23000
358	19598
358	15803
358	17357
358	20505
358	16674
3953	17901
3953	22687
3953	20837
3953	21486
3953	21905
7053	19237
7053	20444
7053	15139
7053	17773
7053	16090
7053	20185
7053	19426
7053	22000
7053	16093
7053	19427
7053	16739
7830	18077
7830	15274
7830	18954
7830	19399
7830	19559
7830	19729
7830	23181
7830	17961
7830	20302
7830	18533
7830	18603
7830	20854
7830	16671
7830	22744
7830	19798
7830	20260
7830	17439
7830	15139
7830	20677
7830	23153
7830	20604
7830	19575
7830	16688
7830	18160
7830	17816
7830	18717
7830	21063
7830	19308
7830	17668
7830	17620
7830	18580
7830	20244
7830	18720
7830	17983
7830	16827
7830	18596
7830	20519
13124	15139
13124	17049
13124	15460
13124	23112
13124	17225
13124	19878
13124	18614
13124	20555
4816	19388
4816	16171
4816	16093
4816	18416
4816	20181
4816	22922
4816	15847
4816	22996
4816	15139
4816	17889
4816	21027
9177	21901
9177	18077
9177	19418
9177	15139
9177	18271
9177	21574
9177	18764
9177	18368
9177	21579
11908	15139
11908	17357
11908	20603
11908	19909
11908	19445
11908	16093
11908	15210
11908	15431
11908	15192
12894	17104
12894	21388
12894	16417
12894	15139
12894	21573
12894	15648
12894	17229
12894	17642
12894	20505
12894	19600
12894	22581
1876	17860
1876	21015
1876	16178
1876	15669
1876	22990
1876	20147
1876	15803
1876	20035
1876	21146
1876	18405
1876	18051
1876	19393
1876	15139
1876	22561
1876	21009
1876	16980
1876	15869
1876	20241
1876	20401
1876	16281
1876	17562
1876	17289
1876	18183
1876	20787
1876	17582
1876	22650
1876	15531
1876	15282
1876	16153
1876	16907
1876	20562
1876	16533
1876	21646
1876	19971
1876	18066
1876	16822
1876	19896
1876	22511
1876	16236
1876	22044
1876	22520
1876	17167
1876	20382
1876	15186
1876	17206
1876	19836
9314	22734
9314	17163
9314	17164
9314	20777
9314	22798
9314	15139
9314	19511
9314	18690
14346	22645
14346	18032
14346	15247
14346	21068
14346	15139
14346	21330
14346	21510
14346	19972
14346	19836
14346	22430
12751	15139
12751	16740
12751	16700
12751	17315
12751	17512
12751	21150
12751	18965
645	17893
645	17885
645	20979
645	20437
645	21349
645	15139
645	19043
645	18701
645	16264
645	21229
645	23099
15016	18898
15016	15523
15016	17075
15016	20497
15016	18957
15016	15881
15016	17162
15016	15526
15016	17791
15016	15291
15016	20774
15016	21266
15016	15892
15016	15292
15016	21524
15016	20315
15016	15139
15016	15311
15016	17517
15016	19903
15016	16217
15016	22276
15016	18497
15016	15522
15016	19870
15016	19055
14820	20714
14820	15725
14820	17313
14820	17007
14820	21015
14820	18090
14820	20201
14820	17747
14820	19303
14820	18150
14820	16731
14820	17624
14820	15139
14820	15852
9203	15535
9203	17696
9203	22531
9203	17272
9203	20124
9203	19971
9203	23016
9203	23001
9203	19692
9203	15193
9203	15224
9203	17459
9203	16635
9203	18561
9203	20541
9203	22742
9203	15402
9203	22037
9203	22613
9203	18342
9203	17819
9203	18559
9203	16171
9203	19531
9203	21457
9203	18106
9203	20371
7891	20512
7891	16398
7891	16351
7891	17688
7891	21436
7891	20033
7891	15575
7891	16362
7891	20460
7891	17687
7891	22322
7891	17527
7891	18573
7891	21361
12716	18601
12716	15831
12716	17583
12716	15665
12716	20809
12716	18484
12716	18352
12716	22223
12716	15139
12716	20199
12716	22378
12716	15311
12716	18160
12716	22532
1791	19654
1791	20711
1791	15139
1791	20351
1791	20773
1791	16571
1791	15191
1791	18154
9413	17614
9413	17938
9413	18938
9413	17167
9413	19478
9413	18614
9413	17597
9413	19851
9413	22570
9413	18251
7023	17585
7023	16255
7023	19739
7023	23039
7023	20865
7023	15162
7023	22353
7023	15139
7023	19620
7023	17128
7023	15909
8657	17231
8657	15293
8657	16544
8657	15879
8657	16236
8657	19626
8657	15991
8657	21003
12523	21259
12523	15139
12523	18979
12523	21896
12523	19126
12523	15318
12523	16891
12523	21903
3374	21297
3374	15139
3374	18104
3374	15397
3374	19962
3374	19283
3374	22424
3374	17128
12308	19898
12308	15993
12308	15139
12308	19899
12308	19845
12308	22548
12308	17646
12308	15671
12308	16534
5289	16586
5289	20400
5289	23402
5289	17153
5289	15139
5289	16359
5289	15228
5289	16552
12572	15158
12572	19531
12572	21950
12572	18603
12572	22050
12572	18132
12572	23081
12572	19616
12572	15139
12572	20349
12572	17842
14191	17111
14191	17510
14191	15431
14191	15139
